,UniProtID,Symbol,FullName,GOIDs,Tissues
3281,Q9UKG9,CROT,Peroxisomal carnitine O-octanoyltransferase,"['GO:0005829', 'GO:0043231', 'GO:0005782', 'GO:0005777', 'GO:0008458', 'GO:0005102', 'GO:0009437', 'GO:0015936', 'GO:0006635', 'GO:0033540', 'GO:0006631', 'GO:0015908', 'GO:0006091', 'GO:0051791', 'GO:0006625']","['Skin', 'Brain', 'Skin']"
3282,Q9UKI8,TLK1,Serine/threonine-protein kinase tousled-like 1,"['GO:0005634', 'GO:0005524', 'GO:0004674', 'GO:0007049', 'GO:0006974', 'GO:0006325', 'GO:0006886', 'GO:0035556', 'GO:0006468', 'GO:0001672']","['Placenta', 'Testis', 'Placenta', 'Placenta', 'Bone marrow', 'Amygdala', 'Testis', 'Uterus', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia']"
3283,Q9UKJ3,GPATCH8,G patch domain-containing protein 8,"['GO:0046872', 'GO:0003723']","['Brain', 'Skin', 'Testis', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3284,Q9UKJ5,CHIC2,Cysteine-rich hydrophobic domain-containing protein 2,"['GO:0005794', 'GO:0005798', 'GO:0043231', 'GO:0005886']","['Brain', 'Skin']"
3285,Q9UKK9,NUDT5,ADP-sugar pyrophosphatase,"['GO:0005829', 'GO:0070062', 'GO:0005622', 'GO:0005634', 'GO:0044715', 'GO:0047631', 'GO:0019144', 'GO:0000287', 'GO:0016779', 'GO:0042803', 'GO:0030515', 'GO:1990966', 'GO:0006338', 'GO:0019303', 'GO:0034656', 'GO:0006753', 'GO:0009117', 'GO:0009191', 'GO:0019693']","['Umbilical cord blood', 'Placenta', 'Cervix carcinoma', 'Erythroleukemia']"
3286,Q9UKL0,RCOR1,REST corepressor 1,"['GO:1990391', 'GO:0005654', 'GO:0005634', 'GO:0005667', 'GO:0017053', 'GO:0003700', 'GO:0000981', 'GO:0001227', 'GO:0004407', 'GO:0008134', 'GO:0044212', 'GO:0007596', 'GO:0070933', 'GO:0045892', 'GO:0016032']","['Lymph', 'Cervix carcinoma', 'Bone marrow', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia']"
3287,Q9UKN8,GTF3C4,General transcription factor 3C polypeptide 4,"['GO:0005739', 'GO:0005654', 'GO:0005634', 'GO:0000127', 'GO:0003677', 'GO:0008047', 'GO:0004402', 'GO:0042791', 'GO:0006383', 'GO:0006384', 'GO:0042797']","['Brain', 'Placenta', 'Testis', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia']"
3288,Q9UKR5,ERG28,Probable ergosterol biosynthetic protein 28,"['GO:0005789', 'GO:0016021', 'GO:0030133', 'GO:0030674', 'GO:0006696']","['Umbilical cord blood', 'Brain', 'Adrenal gland', 'Kidney']"
3289,Q9UKT4,FBXO5,F-box only protein 5,"['GO:0005737', 'GO:0005829', 'GO:0072687', 'GO:0005654', 'GO:0005634', 'GO:0005819', 'GO:0010997', 'GO:0046872', 'GO:0019901', 'GO:1990948', 'GO:0031145', 'GO:0051301', 'GO:0046785', 'GO:2000773', 'GO:0032876', 'GO:0045835', 'GO:0045841', 'GO:2001021', 'GO:1904667', 'GO:0051444', 'GO:0001556', 'GO:0070169', 'GO:0008284', 'GO:0010971', 'GO:1905322', 'GO:0045669', 'GO:0016567', 'GO:0006275', 'GO:0007346', 'GO:1901990', 'GO:0000083', 'GO:0007057', 'GO:0016050']","['Placenta', 'Cervix carcinoma', 'Erythroleukemia']"
3290,Q9UKT7,FBXL3,F-box/LRR-repeat protein 3,"['GO:0005829', 'GO:0016604', 'GO:0005634', 'GO:0019005', 'GO:0000151', 'GO:0004842', 'GO:0043153', 'GO:0043687', 'GO:0031648', 'GO:0000209', 'GO:0016567', 'GO:0042752', 'GO:0048511', 'GO:0031146']","['Placenta', 'Skin']"
3291,Q9UKV5,AMFR,E3 ubiquitin-protein ligase AMFR,"['GO:0030425', 'GO:0036513', 'GO:0005783', 'GO:0005789', 'GO:0044322', 'GO:0005794', 'GO:0030426', 'GO:0030176', 'GO:0016021', 'GO:0016020', 'GO:0043025', 'GO:0005634', 'GO:0048471', 'GO:0032991', 'GO:1904288', 'GO:0051087', 'GO:0042802', 'GO:0046872', 'GO:0030674', 'GO:0038023', 'GO:0061630', 'GO:0004842', 'GO:1990381', 'GO:0034450', 'GO:0007568', 'GO:1904380', 'GO:0030968', 'GO:0007611', 'GO:0032092', 'GO:0051865', 'GO:0051259', 'GO:0006457', 'GO:0070936', 'GO:0000209', 'GO:0007165', 'GO:0030433', 'GO:0006511']","['Ovary', 'Placenta', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3292,Q9UKV8,AGO2,Protein argonaute-2,"['GO:0030054', 'GO:0005737', 'GO:0005829', 'GO:0030425', 'GO:0070062', 'GO:0016020', 'GO:0035068', 'GO:0005845', 'GO:0005654', 'GO:0005634', 'GO:0000932', 'GO:0005844', 'GO:1990904', 'GO:0016442', 'GO:0070578', 'GO:0001047', 'GO:0003725', 'GO:0004521', 'GO:0090624', 'GO:0070551', 'GO:0046872', 'GO:0035198', 'GO:0098808', 'GO:0008022', 'GO:0000340', 'GO:0003723', 'GO:0000993', 'GO:0003727', 'GO:0035197', 'GO:0003743', 'GO:0031047', 'GO:0035280', 'GO:0035278', 'GO:0010586', 'GO:0035279', 'GO:0090625', 'GO:0010629', 'GO:0045947', 'GO:0045766', 'GO:0010628', 'GO:1905618', 'GO:1900153', 'GO:0060213', 'GO:0045944', 'GO:1901165', 'GO:0009791', 'GO:0035194', 'GO:0031054', 'GO:0035196', 'GO:0030422', 'GO:0060964', 'GO:0010501', 'GO:0035087', 'GO:0006412', 'GO:0007223']","['Brain', 'Eye', 'Cervix carcinoma', 'Erythroleukemia']"
3293,Q9UKX7,NUP50,Nuclear pore complex protein Nup50,"['GO:0005737', 'GO:0043231', 'GO:0031965', 'GO:0005643', 'GO:0005654', 'GO:0005634', 'GO:0008536', 'GO:0006406', 'GO:0043547', 'GO:0006606', 'GO:0016032']","['Fetal liver', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3294,Q9UKY1,ZHX1,Zinc fingers and homeoboxes protein 1,"['GO:0005654', 'GO:0005634', 'GO:0003677', 'GO:0003700', 'GO:0000981', 'GO:0046872', 'GO:0046982', 'GO:0003714', 'GO:0030154', 'GO:0000122', 'GO:0045892']","['Liver', 'Testis', 'Kidney', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3295,Q9UKY7,CDV3,Protein CDV3 homolog,"['GO:0005829', 'GO:0005886', 'GO:0008283']","['Lymph', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3296,Q9UKZ1,CNOT11,CCR4-NOT transcription complex subunit 11,"['GO:0030014', 'GO:0005829', 'GO:0005634', 'GO:0008283', 'GO:0006977', 'GO:0031047', 'GO:0000289', 'GO:0006417']","['Mammary gland', 'Brain', 'Colon', 'Colon carcinoma']"
3297,Q9UL01,DSE,Dermatan-sulfate epimerase,"['GO:0005829', 'GO:0005783', 'GO:0005794', 'GO:0000139', 'GO:0016021', 'GO:0005654', 'GO:0047757', 'GO:0030206', 'GO:0030208', 'GO:0015012']",['Testis']
3298,Q9UL03,INTS6,Integrator complex subunit 6,"['GO:0015629', 'GO:0032039', 'GO:0005654', 'GO:0005634', 'GO:0004888', 'GO:0034472', 'GO:0016180', 'GO:0042795']","['Brain', 'Testis', 'Brain', 'Lung', 'Placenta', 'Lung', 'Cervix carcinoma']"
3299,Q9UL15,BAG5,BAG family molecular chaperone regulator 5,"['GO:0005829', 'GO:0016234', 'GO:0016020', 'GO:0005739', 'GO:0005634', 'GO:0048471', 'GO:0000774', 'GO:0051087', 'GO:0019901', 'GO:0031625', 'GO:0007030', 'GO:0010977', 'GO:1902176', 'GO:0032435', 'GO:0061084', 'GO:0031397', 'GO:0051444', 'GO:0070997', 'GO:0006457', 'GO:0050821', 'GO:1900034', 'GO:0090083', 'GO:0051438']","['Brain', 'Brain']"
3300,Q9UL25,RAB21,Ras-related protein Rab-21,"['GO:1904115', 'GO:0032154', 'GO:0098559', 'GO:0009898', 'GO:0030659', 'GO:0005829', 'GO:0005769', 'GO:0031901', 'GO:0005789', 'GO:0005768', 'GO:0070062', 'GO:0005925', 'GO:0032580', 'GO:0045202', 'GO:0005802', 'GO:0012506', 'GO:0019003', 'GO:0005525', 'GO:0003924', 'GO:0008089', 'GO:0006886', 'GO:0050775', 'GO:2000643', 'GO:0048260', 'GO:0032482', 'GO:0030516', 'GO:0017157']","['Colon carcinoma', 'Lymph', 'Placenta', 'B-cell lymphoma', 'Bone marrow']"
3301,Q9UL26,RAB22A,Ras-related protein Rab-22A,"['GO:0015629', 'GO:0005769', 'GO:0010008', 'GO:0070062', 'GO:0005770', 'GO:0045335', 'GO:0030670', 'GO:0005886', 'GO:0001726', 'GO:0019003', 'GO:0005525', 'GO:0003924', 'GO:0006897', 'GO:0007032', 'GO:0006886', 'GO:0032482', 'GO:0097494']","['Colon carcinoma', 'Tongue', 'Colon', 'Uterus']"
3302,Q9UL40,ZNF346,Zinc finger protein 346,"['GO:0005737', 'GO:0005730', 'GO:0005634', 'GO:0003725', 'GO:0019899', 'GO:0035198', 'GO:0003723', 'GO:0008270', 'GO:0043065']","['Placenta', 'Hippocampus', 'Testis', 'Brain', 'Uterus']"
3303,Q9UL45,BLOC1S6,Biogenesis of lysosome-related organelles complex 1 subunit 6,"['GO:1904115', 'GO:0031083', 'GO:0005737', 'GO:0005829', 'GO:0019898', 'GO:0098793', 'GO:0030133', 'GO:0051015', 'GO:0042802', 'GO:0042803', 'GO:0019905', 'GO:0008089', 'GO:0048490', 'GO:0035646', 'GO:0032438', 'GO:0032402', 'GO:0031175', 'GO:0050942', 'GO:0016081']","['Brain', 'Thymus', 'Placenta', 'Liver']"
3304,Q9UL63,MKLN1,Muskelin,"['GO:0005938', 'GO:0030054', 'GO:0005737', 'GO:0005829', 'GO:0005654', 'GO:0001726', 'GO:0045202', 'GO:0000151', 'GO:0042803', 'GO:0031532', 'GO:0007160', 'GO:0008360', 'GO:0002090', 'GO:0007165']","['Brain', 'Kidney', 'Lung', 'Osteosarcoma', 'Placenta', 'Testis', 'Uterus', 'Melanoma']"
3305,Q9ULD2,MTUS1,Microtubule-associated tumor suppressor 1,"['GO:0005615', 'GO:0005794', 'GO:0005874', 'GO:0015630', 'GO:0005815', 'GO:0005739', 'GO:0005730', 'GO:0005634', 'GO:0005886', 'GO:0005819', 'GO:0008017', 'GO:0010758']","['Lung', 'Brain', 'Fetal brain', 'Placenta', 'Salivary gland', 'Uterus', 'Ovary', 'Skin', 'Testis', 'Brain', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Liver']"
3306,Q9ULD4,BRPF3,Bromodomain and PHD finger-containing protein 3,"['GO:0005829', 'GO:0005576', 'GO:0070776', 'GO:0046872', 'GO:0043966', 'GO:0002576']","['Brain', 'Brain', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia']"
3307,Q9ULD9,ZNF608,Zinc finger protein 608,"['GO:0046872', 'GO:0003676', 'GO:0000122']","['Brain', 'Testis', 'PNS', 'Skin', 'Renal cell carcinoma', 'Embryonic kidney', 'Erythroleukemia', 'Liver']"
3308,Q9ULF5,SLC39A10,Zinc transporter ZIP10,"['GO:0005887', 'GO:0005385', 'GO:0006882', 'GO:0002903', 'GO:0030890', 'GO:0050861', 'GO:1903615', 'GO:0071578']","['Brain', 'Brain', 'Brain', 'Colon carcinoma', 'Brain', 'Testis', 'Cervix carcinoma', 'Cervix carcinoma']"
3309,Q9ULG1,INO80,Chromatin-remodeling ATPase INO80,"['GO:0005737', 'GO:0031011', 'GO:0045111', 'GO:0005874', 'GO:0016604', 'GO:0005654', 'GO:0005634', 'GO:0005886', 'GO:0005819', 'GO:0003779', 'GO:0043014', 'GO:0005524', 'GO:0016887', 'GO:0003677', 'GO:0008094', 'GO:0042393', 'GO:0043044', 'GO:0051301', 'GO:0071479', 'GO:0034644', 'GO:0006338', 'GO:0032508', 'GO:0006281', 'GO:0006302', 'GO:0000724', 'GO:0000070', 'GO:0042766', 'GO:0030307', 'GO:0010571', 'GO:0045944', 'GO:0016579', 'GO:2000045', 'GO:0043618', 'GO:0051225', 'GO:0006351', 'GO:0070914']","['Brain', 'Testis', 'Cervix carcinoma', 'Leukemic T-cell']"
3310,Q9ULH1,ASAP1,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1","['GO:0031253', 'GO:0005829', 'GO:0043197', 'GO:0002102', 'GO:0045296', 'GO:0005096', 'GO:0046872', 'GO:0005547', 'GO:0005546', 'GO:0001786', 'GO:0060271', 'GO:0061000', 'GO:1903527', 'GO:0071803']","['Brain', 'Bone marrow', 'Brain', 'Cervix carcinoma', 'Platelet', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3311,Q9ULH7,MRTFB,Myocardin-related transcription factor B,"['GO:0005634', 'GO:0045296', 'GO:0003713', 'GO:0007517', 'GO:0045844', 'GO:0045944', 'GO:0051145']","['Cervix carcinoma', 'Brain', 'Thymus', 'Brain', 'Medulla oblongata', 'Testis', 'Brain', 'Amygdala', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3312,Q9ULJ1,ODF2L,Protein BCAP,"['GO:0034451', 'GO:0005814', 'GO:0005813', 'GO:0036064', 'GO:0030030', 'GO:1902018']","['Brain', 'Thymus', 'Placenta', 'Brain', 'Pituitary', 'Prostate']"
3313,Q9ULJ3,ZBTB21,Zinc finger and BTB domain-containing protein 21,"['GO:0005829', 'GO:0005654', 'GO:0005634', 'GO:0000981', 'GO:0046872', 'GO:0008327', 'GO:0045892']","['Fetal kidney', 'Testis', 'Brain', 'Placenta', 'Cervix carcinoma', 'Embryonic kidney', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3314,Q9ULJ6,ZMIZ1,Zinc finger MIZ domain-containing protein 1,"['GO:0005737', 'GO:0043231', 'GO:0016607', 'GO:0005654', 'GO:0008270', 'GO:0048844', 'GO:0007569', 'GO:0048589', 'GO:0003007', 'GO:0001701', 'GO:0048146', 'GO:0045747', 'GO:0045582', 'GO:0045944', 'GO:0001570', 'GO:0007296']",['Brain']
3315,Q9ULJ7,ANKRD50,Ankyrin repeat domain-containing protein 50,"['GO:0005768', 'GO:0015031', 'GO:1990126']","['Brain', 'Thalamus', 'Colon endothelium', 'Brain', 'Hepatoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia']"
3316,Q9ULJ8,PPP1R9A,Neurabin-1,"['GO:0015629', 'GO:0030054', 'GO:0030864', 'GO:0005737', 'GO:0005829', 'GO:0030425', 'GO:0044326', 'GO:0030175', 'GO:0098978', 'GO:1990761', 'GO:0031594', 'GO:0043025', 'GO:0098871', 'GO:0014069', 'GO:0051015', 'GO:0051020', 'GO:0044325', 'GO:0008022', 'GO:0019904', 'GO:0042803', 'GO:0019901', 'GO:0008157', 'GO:0007015', 'GO:0007568', 'GO:0019722', 'GO:0097237', 'GO:0060079', 'GO:1900272', 'GO:1904049', 'GO:0051497', 'GO:0031175', 'GO:0060999', 'GO:1900454', 'GO:0045860', 'GO:0098974', 'GO:0030833', 'GO:0061001', 'GO:0051489', 'GO:0051963', 'GO:0051823']","['Colon', 'Brain', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma']"
3317,Q9ULM2,ZNF490,Zinc finger protein 490,"['GO:0005634', 'GO:0003677', 'GO:0000981', 'GO:0046872']","['Brain', 'Testis']"
3318,Q9ULM6,CNOT6,CCR4-NOT transcription complex subunit 6,"['GO:0030014', 'GO:0005829', 'GO:0016020', 'GO:0005634', 'GO:0004532', 'GO:0046872', 'GO:0004535', 'GO:0003723', 'GO:0006977', 'GO:0043928', 'GO:0035195', 'GO:0070966', 'GO:0000289', 'GO:0008284', 'GO:0010606', 'GO:2000327', 'GO:0006417']",['Brain']
3319,Q9ULT8,HECTD1,E3 ubiquitin-protein ligase HECTD1,"['GO:0046872', 'GO:0004842', 'GO:0070534']","['Brain', 'Testis', 'Muscle', 'Urinary bladder', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3320,Q9ULU4,ZMYND8,Protein kinase C-binding protein 1,"['GO:0005737', 'GO:0043198', 'GO:0043197', 'GO:0005634', 'GO:0070577', 'GO:0035064', 'GO:0019904', 'GO:0047485', 'GO:0070491', 'GO:0003714', 'GO:0008270', 'GO:0098815', 'GO:0030336', 'GO:0060999', 'GO:1902952', 'GO:0051491', 'GO:1902897', 'GO:0006355']","['Hippocampus', 'Testis', 'Mammary tumor', 'Brain', 'Amygdala', 'Brain', 'Hippocampus', 'Trachea', 'Salivary gland', 'Brain', 'Eye', 'Testis', 'Cervix carcinoma', 'Embryonic kidney', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3321,Q9ULW3,ABT1,Activator of basal transcription 1,"['GO:0005730', 'GO:0005634', 'GO:0005667', 'GO:0003677', 'GO:0003723', 'GO:0003713', 'GO:0000480', 'GO:0000447', 'GO:0000472', 'GO:0006357', 'GO:0034462', 'GO:0021522', 'GO:0006366']","['Duodenum', 'Testis']"
3322,Q9ULX3,NOB1,RNA-binding protein NOB1,"['GO:0005829', 'GO:0005654', 'GO:0030688', 'GO:0004521', 'GO:0046872', 'GO:0000469', 'GO:0030490', 'GO:0006364', 'GO:0007601']","['Kidney', 'Embryo', 'Duodenum', 'Placenta', 'Hepatoma', 'Aorta', 'Placenta', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3323,Q9UM21,MGAT4A,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A","['GO:0005788', 'GO:0070062', 'GO:0000139', 'GO:0016021', 'GO:0008454', 'GO:0046872', 'GO:0044267', 'GO:0006491', 'GO:0043687', 'GO:0006487']","['Liver', 'Trachea']"
3324,Q9UM22,EPDR1,Mammalian ependymin-related protein 1,"['GO:0005576', 'GO:0005509', 'GO:0007160']","['Cervix', 'Liver']"
3325,Q9UM63,PLAGL1,Zinc finger protein PLAGL1,"['GO:0005794', 'GO:0043231', 'GO:0016604', 'GO:0005654', 'GO:0003677', 'GO:0001228', 'GO:0000981', 'GO:0046872', 'GO:0000977', 'GO:0006915', 'GO:0007050', 'GO:0006977', 'GO:0045944']","['Pituitary', 'Mammary gland', 'Placenta', 'Colon', 'Fetal kidney', 'Lung']"
3326,Q9UM82,SPATA2,Spermatogenesis-associated protein 2,"['GO:0005737', 'GO:0001650', 'GO:0005634', 'GO:0007275', 'GO:0012501', 'GO:0070536', 'GO:1990108', 'GO:0050727', 'GO:0060544', 'GO:0010803', 'GO:0007283']","['Testis', 'Brain', 'Skin', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Erythroleukemia']"
3327,Q9UMX0,UBQLN1,Ubiquilin-1,"['GO:0016235', 'GO:0005776', 'GO:0005737', 'GO:0031410', 'GO:0005829', 'GO:0005783', 'GO:0005654', 'GO:0048471', 'GO:0005886', 'GO:0000502', 'GO:0032991', 'GO:0042802', 'GO:0019900', 'GO:0031593', 'GO:0035973', 'GO:0000045', 'GO:0097352', 'GO:0071456', 'GO:0016236', 'GO:1901340', 'GO:0034140', 'GO:1903071', 'GO:0031398', 'GO:1902175', 'GO:0031396', 'GO:0034976', 'GO:0030433']","['Brain', 'B-cell', 'Lung', 'Brain', 'Brain', 'Muscle', 'Embryo', 'Fetal brain cortex', 'Embryonic kidney', 'Cervix carcinoma', 'Erythroleukemia']"
3328,Q9UMX5,NENF,Neudesin,"['GO:0005615', 'GO:0005654', 'GO:0005634', 'GO:0008083', 'GO:0046872', 'GO:0032099', 'GO:0043410']","['Brain', 'Gastric carcinoma', 'Uterus', 'Liver']"
3329,Q9UMY4,SNX12,Sorting nexin-12,"['GO:0005769', 'GO:0016020', 'GO:0019899', 'GO:0035091', 'GO:2000642', 'GO:0010629', 'GO:0042177', 'GO:0010955', 'GO:0051224', 'GO:0015031', 'GO:0030100']","['Placenta', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma']"
3330,Q9UMZ2,SYNRG,Synergin gamma,"['GO:0030121', 'GO:0005737', 'GO:0005794', 'GO:0006897', 'GO:0006886']","['Brain', 'Brain', 'Lymph', 'Brain', 'Platelet', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3331,Q9UN67,PCDHB10,Protocadherin beta-10,"['GO:0016021', 'GO:0005887', 'GO:0005509', 'GO:0016339', 'GO:0007155', 'GO:0007268', 'GO:0007156', 'GO:0007416']",['Brain']
3332,Q9UN86,G3BP2,Ras GTPase-activating protein-binding protein 2,"['GO:0005737', 'GO:0005829', 'GO:1990904', 'GO:0003729', 'GO:0030159', 'GO:0003723', 'GO:0007253', 'GO:0051028', 'GO:0007265', 'GO:0034063']","['Brain', 'Brain', 'Brain', 'Brain', 'Placenta', 'B-cell', 'Colon carcinoma', 'Lung carcinoma', 'Ovarian carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver', 'Colon carcinoma']"
3333,Q9UNL2,SSR3,Translocon-associated protein subunit gamma,"['GO:0005789', 'GO:0016021', 'GO:0006614']","['Pituitary', 'Prostate', 'Trachea', 'Skin', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3334,Q9UNQ2,DIMT1,Probable dimethyladenosine transferase,"['GO:0005829', 'GO:0005759', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0052909', 'GO:0003723', 'GO:0000179', 'GO:2000234', 'GO:0031167']","['Aorta', 'Lung', 'Placenta', 'Brain', 'Cervix carcinoma']"
3335,Q9UNZ2,NSFL1C,NSFL1 cofactor p47,"['GO:0005694', 'GO:0005829', 'GO:0005795', 'GO:0045111', 'GO:0005654', 'GO:0005886', 'GO:0031616', 'GO:1990730', 'GO:0051117', 'GO:0005543', 'GO:0043130', 'GO:0000045', 'GO:0000132', 'GO:0007030', 'GO:0061025', 'GO:1904780', 'GO:0031468', 'GO:0046604', 'GO:0043161']","['Adrenal gland', 'Umbilical cord blood', 'Brain', 'Placenta', 'Fetal brain cortex', 'Cervix carcinoma', 'T-cell', 'Platelet', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3336,Q9UP38,FZD1,Frizzled-1,"['GO:0009986', 'GO:0005925', 'GO:0016021', 'GO:0005886', 'GO:1990909', 'GO:0005109', 'GO:0004930', 'GO:0030165', 'GO:0005102', 'GO:0042813', 'GO:0017147', 'GO:0035425', 'GO:1904886', 'GO:0060070', 'GO:0044338', 'GO:0044339', 'GO:0007267', 'GO:0030855', 'GO:0060022', 'GO:0003149', 'GO:0003150', 'GO:0030514', 'GO:0090090', 'GO:1903204', 'GO:0045892', 'GO:0030182', 'GO:0035567', 'GO:0003151', 'GO:0090179', 'GO:0051091', 'GO:0010976', 'GO:0001934', 'GO:0045893', 'GO:0099054', 'GO:1905606', 'GO:0042493', 'GO:1904953', 'GO:0060071']","['Prostatic carcinoma', 'Fetal lung', 'Eye', 'Esophageal carcinoma']"
3337,Q9UP83,COG5,Conserved oligomeric Golgi complex subunit 5,"['GO:0005829', 'GO:0005794', 'GO:0000139', 'GO:0017119', 'GO:0016020', 'GO:0005654', 'GO:0032588', 'GO:0006888', 'GO:0006891', 'GO:0015031']","['Brain', 'Testis', 'Platelet', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia']"
3338,Q9UPA5,BSN,Protein bassoon,"['GO:0030424', 'GO:0030054', 'GO:0009986', 'GO:0048788', 'GO:0030425', 'GO:0060076', 'GO:0098982', 'GO:0098978', 'GO:0044306', 'GO:0005634', 'GO:0014069', 'GO:0048786', 'GO:0098685', 'GO:0008021', 'GO:0030672', 'GO:0046872', 'GO:0098882', 'GO:0007268', 'GO:0099526', 'GO:0035418', 'GO:0098693', 'GO:0007416']","['Brain', 'Erythroleukemia']"
3339,Q9UPG8,PLAGL2,Zinc finger protein PLAGL2,"['GO:0005634', 'GO:0001228', 'GO:0003700', 'GO:0000981', 'GO:0046872', 'GO:0043565', 'GO:0034378', 'GO:0006629', 'GO:2001244', 'GO:0009791']","['Fetal kidney', 'Bone marrow', 'Testis', 'B-cell']"
3340,Q9UPM8,AP4E1,AP-4 complex subunit epsilon-1,"['GO:0030124', 'GO:0031904', 'GO:0032588', 'GO:0008104', 'GO:0006605', 'GO:0016192']","['Heart', 'Testis', 'Uterine endothelium', 'Cervix carcinoma', 'Cervix carcinoma', 'Liver']"
3341,Q9UPN3,MACF1,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5","['GO:0015629', 'GO:0005737', 'GO:0005856', 'GO:0005794', 'GO:0016020', 'GO:0005874', 'GO:0005886', 'GO:0032587', 'GO:0003779', 'GO:0051015', 'GO:0016887', 'GO:0045296', 'GO:0005509', 'GO:0051011', 'GO:0003723', 'GO:0005198', 'GO:0043001', 'GO:0045104', 'GO:0045773', 'GO:0030177', 'GO:0030334', 'GO:0010632', 'GO:0051893', 'GO:0032886', 'GO:0016055', 'GO:0042060']","['Brain', 'Brain', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3342,Q9UPN6,SCAF8,Protein SCAF8,"['GO:0005737', 'GO:0016363', 'GO:0005654', 'GO:0005681', 'GO:0003729', 'GO:0043175', 'GO:0000993', 'GO:0006378', 'GO:0008380', 'GO:0006369']","['Brain', 'Testis', 'Testis', 'Cervix carcinoma', 'Embryonic kidney', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver', 'Colon carcinoma']"
3343,Q9UPN9,TRIM33,E3 ubiquitin-protein ligase TRIM33,"['GO:0005654', 'GO:0005634', 'GO:0070410', 'GO:0003677', 'GO:0070412', 'GO:0004842', 'GO:0008270', 'GO:0030514', 'GO:0000122', 'GO:0045892', 'GO:0016567', 'GO:0017015']","['Brain', 'Thyroid', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver', 'Colon carcinoma']"
